SiteID,SiteName,Region,AnalysisEndDate,SamplingDate,Month,Year,SoilType,Crop,CropID,Growth Stage,SoilLayer,Layer depth (cm),Bulk density,pH,Total Nitrogen,Total Carbon,OrganicMatter,Carbon-Nitrogen ratio,Potentially Available N,AmmoniacalN,NitrateN,MineralN,Mineral N (kg/ha),Mineral N + PAN (kg/ha),Total Hot water N (kg/ha),Hot water N INORGANIC (kg/ha),Hot water N organic(kg/ha),Hot WaterN,HotWaterSolubleInorganicN,HotWaterSolubleOrganicN,OlsenP,CalciumQT,MagnesiumQT,PotassiumQT,SodiumQT,Note,Lab,HWN to kgN for Mineralisable calc,,,,,,,,,,,,
8,Lovett,Canterbury,15/11/2022,03/11/2022,6,2022,Sedimentary,Peas,8Pea-A,Growth,60 - 90 cm,30,1.48,,,,,,,2,23,25,111,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8SV,Lovett,Canterbury,15/11/2022,03/11/2022,6,2022,Sedimentary,Peas,8Pea-A,Growth,0 - 30 cm,30,1.31,6.1,0.2%,1.9%,3.3%,10,65,1,24,26.01,102,167,365,47,322,93,12,82,31,14,33,14,6,,Eurofins,121.6968911,,,,,,,,,,,,
8SV,Lovett,Canterbury,15/11/2022,03/11/2022,6,2022,Sedimentary,Peas,8Pea-A,Growth,0 - 30 cm,30,1.31,6,0.2%,1.8%,3.0%,10,86,2,24,26,102,188,345,71,275,88,18,70,24,13,27,12,5,,Eurofins,115.1540475,,,,,,,,,,,,
8SV,Lovett,Canterbury,15/11/2022,03/11/2022,6,2022,Sedimentary,Peas,8Pea-A,Growth,0 - 30 cm,30,1.31,6,0.2%,1.7%,2.8%,9,60,1,17,18,71,131,326,67,259,83,17,66,29,15,35,7,8,,Eurofins,108.6112039,,,,,,,,,,,,
WP,Wilcox-WP,Pukekawa,19/11/2022,09/11/2022,7,2022,Volcanic,Winter Potato,WP,Pre-harvest,0 - 15 cm,15,0.93,6,0.2%,2.1%,3.7%,11,37,3,15,18,25,62,93,33,58,67,24,42,106,14,25,23,5,,Eurofins,62.00211269,,,,,,,,,,,,
WP,Wilcox-WP,Pukekawa,19/11/2022,09/11/2022,7,2022,Volcanic,Winter Potato,WP,Pre-harvest,15 - 30 cm,15,0.94,6.2,0.2%,2.0%,3.5%,10,25,2,7,10,14,39,97,25,72,69,18,51,103,14,23,20,5,,Eurofins,64.61139263,,,,,,,,,,,,
WP,Wilcox-WP,Pukekawa,19/11/2022,09/11/2022,7,2022,Volcanic,Winter Potato,WP,Pre-harvest,30 - 60 cm,30,0.91,,,,,,,3,13,16,44,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
WP,Wilcox-WP,Pukekawa,19/11/2022,09/11/2022,7,2022,Volcanic,Winter Potato,WP,Pre-harvest,60 - 90 cm,30,0.76,,,,,,,4,20,24,55,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,19/11/2022,09/11/2022,11,2022,Volcanic,Grass,1Gra-A,Growth,0 - 15 cm,15,1.04,6.5,0.2%,1.9%,3.2%,10,16,2,0,2,3,19,78,17,61,50,11,39,131,15,20,14,5,,Eurofins,51.90380125,,,,,,,,,,,,
1,Wilcox,Pukekawa,19/11/2022,09/11/2022,11,2022,Volcanic,Grass,1Gra-A,Growth,15 - 30 cm,15,0.95,6.1,0.2%,1.7%,2.9%,10,15,2,0,2,3,18,53,11,42,37,8,29,87,13,19,16,6,,Eurofins,35.32905501,,,,,,,,,,,,
1,Wilcox,Pukekawa,19/11/2022,09/11/2022,11,2022,Volcanic,Grass,1Gra-A,Growth,30 - 60 cm,30,0.91,,,,,,,2,0,2,5,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1SV,Wilcox,Pukekawa,19/11/2022,09/11/2022,11,2022,Volcanic,Grass,1Gra-A,Growth,0 - 30 cm,30,1.00,6.4,0.2%,1.9%,3.3%,10,16,0,0,0,0,16,176,39,138,59,13,46,121,15,19,15,7,,Eurofins,58.79100281,,,,,,,,,,,,
1SV,Wilcox,Pukekawa,19/11/2022,09/11/2022,11,2022,Volcanic,Grass,1Gra-A,Growth,0 - 30 cm,30,1.00,6.5,0.2%,1.9%,3.3%,10,20,2,0,2,6,26,164,30,135,55,10,45,121,15,17,18,5,,Eurofins,54.80517211,,,,,,,,,,,,
1SV,Wilcox,Pukekawa,19/11/2022,09/11/2022,11,2022,Volcanic,Grass,1Gra-A,Growth,0 - 30 cm,30,1.00,6.2,0.2%,1.6%,2.8%,10,13,3,0,3,9,22,111,15,96,37,5,32,104,13,18,13,6,,Eurofins,36.86893397,,,,,,,,,,,,
5,Pescini,Levin,24/11/2022,09/11/2022,11,2022,Sedimentary,Grass,5Gra-A,Pre-harvest,0 - 15 cm,15,1.07,7.2,0.3%,3.3%,5.7%,10,39,3,0,3,5,44,98,13,83,61,8,52,115,20,28,25,5,,Eurofins,65.14027661,,,,,,,,,,,,
5,Pescini,Levin,24/11/2022,09/11/2022,11,2022,Sedimentary,Grass,5Gra-A,Pre-harvest,15 - 30 cm,15,1.12,7,0.3%,3.0%,5.2%,9,22,3,0,3,5,27,84,12,72,50,7,43,96,19,28,22,5,,Eurofins,55.90215452,,,,,,,,,,,,
5,Pescini,Levin,24/11/2022,09/11/2022,11,2022,Sedimentary,Grass,5Gra-A,Pre-harvest,30 - 60 cm,30,1.15,,,,,,,5,0,5,17,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,24/11/2022,09/11/2022,11,2022,Sedimentary,Grass,5Gra-A,Pre-harvest,60 - 90 cm,30,1.42,,,,,,,2,0,2,9,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
6,Woodhaven,Levin,24/11/2022,09/11/2022,11,2022,Sedimentary,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.8,0.3%,2.4%,4.2%,8,95,41,24,65,68,163,97,49,49,93,47,47,141,20,66,26,5,,Eurofins,64.57738313,,,,,,,,,,,,
6,Woodhaven,Levin,24/11/2022,09/11/2022,11,2022,Sedimentary,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.9,0.3%,2.4%,4.2%,9,98,49,27,77,109,207,134,74,61,95,52,43,147,21,62,23,5,,Eurofins,89.65842242,,,,,,,,,,,,
6,Woodhaven,Levin,24/11/2022,09/11/2022,11,2022,Sedimentary,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,4,6,10,27,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
6,Woodhaven,Levin,24/11/2022,09/11/2022,11,2022,Sedimentary,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,4,5,9,21,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,25/11/2022,16/11/2022,11,2022,Volcanic,Onions,3Oni-A,Growth,0 - 15 cm,15,1.05,6,0.2%,2.4%,4.2%,11,60,33,13,46,72,132,90,35,55,57,22,35,92,12,33,15,5,,Eurofins,59.75434054,,,,,,,,,,,,
3,Bhana,Tuakau,25/11/2022,16/11/2022,11,2022,Volcanic,Onions,3Oni-A,Growth,15 - 30 cm,15,1.08,6.2,0.2%,2.3%,3.9%,11,35,18,10,28,45,80,68,24,45,42,15,28,84,13,33,14,7,,Eurofins,45.18037266,,,,,,,,,,,,
3,Bhana,Tuakau,25/11/2022,16/11/2022,11,2022,Volcanic,Onions,3Oni-A,Growth,30 - 60 cm,30,0.92,,,,,,,9,15,24,66,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,25/11/2022,16/11/2022,11,2022,Volcanic,Onions,3Oni-A,Growth,60 - 90 cm,30,0.83,,,,,,,19,16,35,87,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,25/11/2022,16/11/2022,11,2022,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.5,0.2%,1.9%,3.2%,10,24,3,6,9,9,33,45,16,29,43,15,28,218,17,43,38,7,,Eurofins,29.85835994,,,,,,,,,,,,
2,Jivans,Pukekohe,25/11/2022,16/11/2022,11,2022,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.6,0.2%,1.8%,3.0%,9,27,2,6,8,11,38,64,23,41,45,16,29,204,18,46,37,8,,Eurofins,42.46977904,,,,,,,,,,,,
2,Jivans,Pukekohe,25/11/2022,16/11/2022,11,2022,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,3,12,15,41,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,25/11/2022,16/11/2022,11,2022,Volcanic,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,4,9,14,32,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
4SV,Balles,Matamata,,29/11/2022,11,2022,Volcanic,Onions,4Oni-A,Growth,30 - 60 cm,30,0.81,6.44,,,,,,1.9,3.2,5,12,,0,43,210,,17.7,86,40,9,23,9,4,,ARL,0,,,,,,,,,,,,
4SV,Balles,Matamata,,29/11/2022,11,2022,Volcanic,Onions,4Oni-A,Growth,30 - 60 cm,30,0.81,6.5,,,,,,0.2,4.8,4.7,11,,0,0,0,,0,,45,10,29,11,3,,ARL,0,,,,,,,,,,,,
4SV,Balles,Matamata,,29/11/2022,11,2022,Volcanic,Onions,4Oni-A,Growth,30 - 60 cm,30,0.81,6.52,,,,,,0.2,5,5.6,14,,0,0,0,,0,,44,11,25,11,3,,ARL,0,,,,,,,,,,,,
4,Balles,Matamata,,29/11/2022,11,2022,Volcanic,Onions,4Oni-A,Growth,0 - 15 cm,15,0.75,6.47,,,,,,0.2,10.8,11.2,13,,0,0,0,,0,,50,11,26,12,3,,ARL,0,,,,,,,,,,,,
4,Balles,Matamata,,29/11/2022,11,2022,Volcanic,Onions,4Oni-A,Growth,15 - 30 cm,15,0.78,6.32,,,,,,0.2,9.5,8.7,10,,0,0,0,,0,,25,7,20,8,4,,ARL,0,,,,,,,,,,,,
4,Balles,Matamata,,29/11/2022,11,2022,Volcanic,Onions,4Oni-A,Growth,30 - 60 cm,30,0.81,6.26,,,,,,0.2,6.5,5.8,14,,0,0,0,,0,,7,5,13,4,5,,ARL,0,,,,,,,,,,,,
4,Balles,Matamata,,29/11/2022,11,2022,Volcanic,Onions,4Oni-A,Growth,60 - 90 cm,30,0.81,6.38,,,,,,0.2,5.4,4.6,11,,0,0,0,,0,,4,4,12,2,9,,ARL,0,,,,,,,,,,,,
8SV,Lovett,Canterbury,,05/12/2022,12,2022,Sedimentary,Peas,8Pea-A,Growth,30 - 60 cm,30,1.47,6.26,0.2%,2.5%,4.4%,12,,1.9,8.6,10.6,47,,0,56,409,,12.7,93,45,9,25,17,4,,ARL,0,,,,,,,,,,,,
8SV,Lovett,Canterbury,,05/12/2022,12,2022,Sedimentary,Peas,8Pea-A,Growth,30 - 60 cm,30,1.47,5.93,0.2%,2.2%,3.8%,12,,1.6,16.1,17.7,78,,0,89,325,,20.3,74,51,9,22,10,5,,ARL,0,,,,,,,,,,,,
8SV,Lovett,Canterbury,,05/12/2022,12,2022,Sedimentary,Peas,8Pea-A,Growth,30 - 60 cm,30,1.47,5.98,0.20%,2.6%,4.4%,13,,1.7,7.5,9.2,40,,0,58,360,,13.3,82,32,9,22,9,4,,ARL,0,,,,,,,,,,,,
9,Oakley,Canterbury,,05/12/2022,12,2022,Sedimentary,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.34,0.20%,2.9%,4.9%,12,,1.6,15.5,17.1,18,,0,23,115,,22,110,23,11,20,10,5,,ARL,0,,,,,,,,,,,,
9,Oakley,Canterbury,,05/12/2022,12,2022,Sedimentary,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.13,0.3%,3.0%,5.1%,11,,1.9,20,21.9,31,,0,34,137,,24,97,20,9,20,10,7,,ARL,0,,,,,,,,,,,,
9,Oakley,Canterbury,,05/12/2022,12,2022,Sedimentary,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,2,1.3,3.3,9,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
9,Oakley,Canterbury,,05/12/2022,12,2022,Sedimentary,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,1.6,0.7,2.3,5,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
9SV,Oakley,Canterbury,,05/12/2022,12,2022,Sedimentary,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,6.39,0.3%,2.9%,5.0%,11,,2,15.1,17.1,47,,0,59,326,,21.7,120,38,12,18,7,7,,ARL,0,,,,,,,,,,,,
9SV,Oakley,Canterbury,,05/12/2022,12,2022,Sedimentary,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,6.27,0.2%,2.7%,4.7%,12,,2,21.7,23.8,65,,0,79,299,,29,110,26,12,21,8,6,,ARL,0,,,,,,,,,,,,
9SV,Oakley,Canterbury,,05/12/2022,12,2022,Sedimentary,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,5.79,0.3%,3.3%,5.7%,12,,2,17.9,19.9,54,,0,79,335,,29,123,20,10,19,10,6,,ARL,0,,,,,,,,,,,,
8,Lovett,Canterbury,,05/12/2022,12,2022,Sedimentary,Peas,8Pea-A,Growth,0 - 15 cm,15,1.29,6.15,0.2%,2.4%,4.2%,12,,2,15.8,17.8,34,,0,44,181,,22.7,94,48,11,27,16,5,,ARL,0,,,,,,,,,,,,
8,Lovett,Canterbury,,05/12/2022,12,2022,Sedimentary,Peas,8Pea-A,Growth,15 - 30 cm,15,1.33,6.01,0.2%,2.0%,3.4%,12,,1.7,7.6,9.4,19,,0,20,132,,10,66,37,9,24,7,5,,ARL,0,,,,,,,,,,,,
8,Lovett,Canterbury,,05/12/2022,12,2022,Sedimentary,Peas,8Pea-A,Growth,30 - 60 cm,30,1.47,,,,,,,1.7,6.4,8.1,36,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
8,Lovett,Canterbury,,05/12/2022,12,2022,Sedimentary,Peas,8Pea-A,Growth,60 - 90 cm,30,1.48,,,,,,,2.1,6.6,8.7,39,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,,06/12/2022,12,2022,Volcanic,Grass,1Gra-A,Growth,0 - 15 cm,15,1.04,6.57,0.2%,2.4%,4.1%,12,,1.9,0.2,2,3,,0,0,62,,,40,135,12,16,14,5,,ARL,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,,06/12/2022,12,2022,Volcanic,Grass,1Gra-A,Growth,15 - 30 cm,15,0.95,6.28,0.2%,2.2%,3.9%,13,,1.6,0.2,1.8,3,,0,0,40,,,28,92,11,18,14,6,,ARL,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,,06/12/2022,12,2022,Volcanic,Grass,1Gra-A,Growth,30 - 60 cm,30,0.91,,,,,,,2.1,0.2,2.2,6,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,,06/12/2022,12,2022,Volcanic,Grass,1Gra-A,Growth,60 - 90 cm,30,0.76,,,,,,,1.6,4.3,6,14,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
WP,Wilcox-WP,Pukekawa,,06/12/2022,12,2022,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.15,0.2%,2.6%,4.4%,13,,1.9,8.4,10.3,11,,0,14,46,,13.5,44,109,9,19,19,4,,ARL,0,,,,,,,,,,,,
WP,Wilcox-WP,Pukekawa,,06/12/2022,12,2022,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.21,0.2%,2.3%,3.9%,13,,1.7,5.9,7.6,11,,0,16,50,,11.5,35,58,7,11,11,3,,ARL,0,,,,,,,,,,,,
WP,Wilcox-WP,Pukekawa,,06/12/2022,12,2022,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,1.9,15,16.9,46,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
2,Jivans,Pukekohe,,13/12/2022,12,2022,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,6.64,3.8%,0.2%,12.0%,2.21,,0.2,4.3,3,3,,0,3,0,,3.3,,>150,13,42,39,5,,ARL,0,,,,,,,,,,,,
2,Jivans,Pukekohe,,13/12/2022,12,2022,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,6.3,,,,12,,0.2,7.4,8.2,12,,0,0,0,,0,,>150,16,51,41,7,,ARL,0,,,,,,,,,,,,
2,Jivans,Pukekohe,,13/12/2022,12,2022,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,0.2,10,10,27,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
2,Jivans,Pukekohe,,13/12/2022,12,2022,Volcanic,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,0.2,10.4,10.2,23,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
3,Bhana,Tuakau,,13/12/2022,12,2022,Volcanic,Onions,3Oni-A,Growth,0 - 15 cm,15,1.05,6.11,0.2%,2.5%,4.3%,12,,0.2,8.4,9.3,15,,0,17,64,,10.8,41,80,10,34,18,4,,ARL,0,,,,,,,,,,,,
3,Bhana,Tuakau,,13/12/2022,12,2022,Volcanic,Onions,3Oni-A,Growth,15 - 30 cm,15,1.08,6.32,0.2%,2.3%,4.0%,12,,0.2,4.7,4.3,7,,0,21,58,,12.8,36,62,11,34,14,7,,ARL,0,,,,,,,,,,,,
3,Bhana,Tuakau,,13/12/2022,12,2022,Volcanic,Onions,3Oni-A,Growth,30 - 60 cm,30,0.92,,,,,,,0.2,8.5,8.9,24,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
3,Bhana,Tuakau,,13/12/2022,12,2022,Volcanic,Onions,3Oni-A,Growth,60 - 90 cm,30,0.83,,,,,,,1.6,16,17.7,44,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
4,Balles,Matamata,,18/12/2022,12,2022,Volcanic,Onions,4Oni-A,Growth,0 - 15 cm,15,0.75,6.32,0.5%,4.5%,7.7%,9,,4.2,3.5,7.8,9,,0,20,90,,17.9,80,42,10,24,11,2,,ARL,0,,,,,,,,,,,,
4,Balles,Matamata,,18/12/2022,12,2022,Volcanic,Onions,4Oni-A,Growth,15 - 30 cm,15,0.78,6.31,0.3%,2.6%,4.4%,9,,1.6,2.6,4.2,5,,0,0,37,,,31,15,7,16,8,3,,ARL,0,,,,,,,,,,,,
4,Balles,Matamata,,18/12/2022,12,2022,Volcanic,Onions,4Oni-A,Growth,30 - 60 cm,30,0.81,,,,,,,0.2,3.6,3.7,9,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
4,Balles,Matamata,,18/12/2022,12,2022,Volcanic,Onions,4Oni-A,Growth,60 - 90 cm,30,0.81,,,,,,,0.2,3,3.1,8,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
5,Pescini,Levin,,27/12/2022,12,2022,Sedimentary,Potato,5Pot-B,Growth,0 - 15 cm,15,0.98,6.23,0%,3%,6%,10,,1.7,78.3,80,118,,0,145,137,,98.4,93,81,14,29,28,7,,ARL,0,,,,,,,,,,,,
5,Pescini,Levin,,27/12/2022,12,2022,Sedimentary,Potato,5Pot-B,Growth,15 - 30 cm,15,1.01,6.06,0%,4%,6%,10,,2.60,136.8,139.3,212,,0,236,167,,155.6,110,76,12,25,27,5,,ARL,0,,,,,,,,,,,,
5,Pescini,Levin,,27/12/2022,12,2022,Sedimentary,Potato,5Pot-B,Growth,30 - 60 cm,30,0.92,,,,,,,1.30,38.6,39.8,110,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
5,Pescini,Levin,,27/12/2022,12,2022,Sedimentary,Potato,5Pot-B,Growth,60 - 90 cm,30,0.88,,,,,,,0.2,2.8,3.2,8,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
6,Woodhaven,Levin,,27/12/2022,12,2022,Sedimentary,Watermelon,6Wat-A,Growth,0 - 15 cm,15,0.98,6.74,0%,2%,4%,10,,31.8,39.4,71.2,105,,0,63,109,,42.9,74,115,16,42,18,4,,ARL,0,,,,,,,,,,,,
6,Woodhaven,Levin,,27/12/2022,12,2022,Sedimentary,Watermelon,6Wat-A,Growth,15 - 30 cm,15,1.01,6.79,0%,2%,4%,9,,8.5,40,48.5,74,,0,80,112,,52.6,74,124,16,44,19,4,,ARL,0,,,,,,,,,,,,
6,Woodhaven,Levin,,27/12/2022,12,2022,Sedimentary,Watermelon,6Wat-A,Growth,30 - 60 cm,30,0.92,,,,,,,0.2,16.1,16.6,46,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
6,Woodhaven,Levin,,27/12/2022,12,2022,Sedimentary,Watermelon,6Wat-A,Growth,60 - 90 cm,30,0.88,,,,,,,0.2,9.3,9.5,25,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,,04/01/2023,1,2023,Sedimentary,Squash,7BS-C,Pre-harvest,0 - 15 cm,15,0.98,5.52,0%,2%,4%,9,,9.9,48.9,58.7,86,,0,131,132,,88.9,90,37,13,37,18,7,,ARL,0,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,,04/01/2023,1,2023,Sedimentary,Squash,7BS-C,Pre-harvest,15 - 30 cm,15,1.01,5.71,0%,2%,3%,9,,1.1,27.5,28.6,43,,0,65,122,,42.7,80,21,12,36,11,7,,ARL,0,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,,04/01/2023,1,2023,Sedimentary,Squash,7BS-C,Pre-harvest,30 - 60 cm,30,0.92,,,,,,,0.20,12,12,33,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,,04/01/2023,1,2023,Sedimentary,Squash,7BS-C,Pre-harvest,60 - 90 cm,30,0.88,,,,,,,0.20,6.2,6,16,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
3,Bhana,Tuakau,,05/01/2023,1,2023,Volcanic,Onions,3Oni-A,Pre-harvest,0 - 15 cm,15,1.05,6.08,0%,3%,4%,12,,1.5,5,6.5,10,,0,14,69,,9.2,44,66,10,28,15,5,,ARL,0,,,,,,,,,,,,
3,Bhana,Tuakau,,05/01/2023,1,2023,Volcanic,Onions,3Oni-A,Pre-harvest,15 - 30 cm,15,1.08,6.36,0%,2%,4%,12,,1.4,3.5,4.9,8,,0,13,66,,8,41,62,10,26,12,6,,ARL,0,,,,,,,,,,,,
3,Bhana,Tuakau,,05/01/2023,1,2023,Volcanic,Onions,3Oni-A,Pre-harvest,30 - 60 cm,30,0.92,,,,,,,2.1,5.9,8,22,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
3,Bhana,Tuakau,,05/01/2023,1,2023,Volcanic,Onions,3Oni-A,Pre-harvest,60 - 90 cm,30,0.83,,,,,,,3.2,15.8,19,47,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
9,Oakley,Canterbury,,10/01/2023,1,2023,Sedimentary,Broccoli,9Broc-A,Growth,0 - 15 cm,15,1.12,5.89,0%,3%,5%,11,,0.2,45.6,45.6,76,,0,129,177,,77.2,106,16,10,21,13,7,,ARL,0,,,,,,,,,,,,
9,Oakley,Canterbury,,10/01/2023,1,2023,Sedimentary,Broccoli,9Broc-A,Growth,15 - 30 cm,15,1.36,5.83,0%,2%,4%,11,,0.2,34.8,34.3,70,,0,102,181,,50,89,13,8,23,10,46,,ARL,0,,,,,,,,,,,,
9,Oakley,Canterbury,,10/01/2023,1,2023,Sedimentary,Broccoli,9Broc-A,Growth,30 - 60 cm,30,1.05,,,,,,,0.2,3.6,2.9,9,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
9,Oakley,Canterbury,,10/01/2023,1,2023,Sedimentary,Broccoli,9Broc-A,Growth,60 - 90 cm,30,1.05,,,,,,,0.2,5,5,16,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
2,Jivans,Pukekohe,,11/01/2023,1,2023,Volcanic,Potato,2Pot-B,Growth,0 - 15 cm,15,0.98,6.1,0.2%,1.9%,3.3%,9,,110.9,94.1,205,301,,0,339,115,,230.6,78,>150,13,44,51,6,,ARL,0,,,,,,,,,,,,
2,Jivans,Pukekohe,,11/01/2023,1,2023,Volcanic,Potato,2Pot-B,Growth,15 - 30 cm,15,1.01,6.45,0.2%,2.0%,3.4%,10,,46.7,62.4,109.1,166,,0,190,82,,125.1,54,>150,16,44,37,8,,ARL,0,,,,,,,,,,,,
2,Jivans,Pukekohe,,11/01/2023,1,2023,Volcanic,Potato,2Pot-B,Growth,30 - 60 cm,30,0.92,,,,,,,6.8,18.8,25.6,70,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
2,Jivans,Pukekohe,,11/01/2023,1,2023,Volcanic,Potato,2Pot-B,Growth,60 - 90 cm,30,0.88,,,,,,,1.6,11.2,12.7,33,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
4,Balles,Matamata,,16/01/2023,1,2023,Volcanic,Onions,4Oni-A,Pre-harvest,0 - 15 cm,15,0.75,6.37,0.5%,5.0%,8.7%,10,,1.2,20,21.2,24,,0,38,149,,33.3,132,52,12,28,12,3,,ARL,0,,,,,,,,,,,,
4,Balles,Matamata,,16/01/2023,1,2023,Volcanic,Onions,4Oni-A,Pre-harvest,15 - 30 cm,15,0.78,6.27,0.4%,3.7%,6.4%,10,,0.2,16.7,17,20,,0,31,87,,26.7,74,23,8,20,7,4,,ARL,0,,,,,,,,,,,,
4,Balles,Matamata,,16/01/2023,1,2023,Volcanic,Onions,4Oni-A,Pre-harvest,30 - 60 cm,30,0.81,,,,,,,0.2,5.5,6.1,15,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
4,Balles,Matamata,,16/01/2023,1,2023,Volcanic,Onions,4Oni-A,Pre-harvest,60 - 90 cm,30,0.81,,,,,,,1,2.3,3.3,8,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,,24/01/2023,1,2023,Volcanic,Grass,1Gra-A,Pre-harvest,0 - 15 cm,15,1.04,6.56,0.2%,2.1%,3.6%,11,,0.2,1.2,2.2,3,,0,0,61,,,39,119,12,19,15,5,,ARL,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,,24/01/2023,1,2023,Volcanic,Grass,1Gra-A,Pre-harvest,15 - 30 cm,15,0.95,5.95,0.1%,1.5%,2.6%,11,,1.4,1.3,2.7,4,,0,0,29,,,20,55,8,15,13,6,,ARL,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,,24/01/2023,1,2023,Volcanic,Grass,1Gra-A,Pre-harvest,30 - 60 cm,30,0.91,,,,,,,0.2,0.2,1,3,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,,24/01/2023,1,2023,Volcanic,Grass,1Gra-A,Pre-harvest,60 - 90 cm,30,0.76,,,,,,,0.2,2.8,3.3,8,,0,0,0,,,,,,,,,,ARL,0,,,,,,,,,,,,
6,Woodhaven,Levin,,24/01/2023,1,2023,Sedimentary,Watermelon,6Wat-A,Growth,0 - 15 cm,15,0.98,6.89,0.2%,2.1%,3.7%,9,,2.6,20.7,23.3,34,,0,49,79,,33.3,54,122,14,43,16,5,,ARL,0,,,,,,,,,,,,
